"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTQ01C1","Number of Trips by Irish Residents","2005Q3","2005Q3","01","Domestic","08","Other reasons","Thousand","271"
"HTQ01C1","Number of Trips by Irish Residents","2005Q3","2005Q3","02","Outbound","-","All reasons for journey","Thousand","1961"
"HTQ01C1","Number of Trips by Irish Residents","2005Q3","2005Q3","02","Outbound","01","Holiday","Thousand","1419"
"HTQ01C1","Number of Trips by Irish Residents","2005Q3","2005Q3","02","Outbound","02","Business","Thousand","169"
"HTQ01C1","Number of Trips by Irish Residents","2005Q3","2005Q3","02","Outbound","03","Visiting friends/relatives","Thousand","270"
"HTQ01C1","Number of Trips by Irish Residents","2005Q3","2005Q3","02","Outbound","08","Other reasons","Thousand","103"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","01","Domestic","-","All reasons for journey","Thousand","1678"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","01","Domestic","01","Holiday","Thousand","660"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","01","Domestic","02","Business","Thousand","238"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","01","Domestic","03","Visiting friends/relatives","Thousand","690"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","01","Domestic","08","Other reasons","Thousand","90"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","02","Outbound","-","All reasons for journey","Thousand","1355"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","02","Outbound","01","Holiday","Thousand","722"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","02","Outbound","02","Business","Thousand","224"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","02","Outbound","03","Visiting friends/relatives","Thousand","369"
"HTQ01C1","Number of Trips by Irish Residents","2005Q4","2005Q4","02","Outbound","08","Other reasons","Thousand","41"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","01","Domestic","-","All reasons for journey","Thousand","1457"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","01","Domestic","01","Holiday","Thousand","691"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","01","Domestic","02","Business","Thousand","191"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","01","Domestic","03","Visiting friends/relatives","Thousand","493"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","01","Domestic","08","Other reasons","Thousand","82"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","02","Outbound","-","All reasons for journey","Thousand","1397"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","02","Outbound","01","Holiday","Thousand","842"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","02","Outbound","02","Business","Thousand","212"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","02","Outbound","03","Visiting friends/relatives","Thousand","287"
"HTQ01C1","Number of Trips by Irish Residents","2006Q1","2006Q1","02","Outbound","08","Other reasons","Thousand","56"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","01","Domestic","-","All reasons for journey","Thousand","1721"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","01","Domestic","01","Holiday","Thousand","816"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","01","Domestic","02","Business","Thousand","255"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","01","Domestic","03","Visiting friends/relatives","Thousand","530"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","01","Domestic","08","Other reasons","Thousand","121"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","02","Outbound","-","All reasons for journey","Thousand","1850"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","02","Outbound","01","Holiday","Thousand","1243"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","02","Outbound","02","Business","Thousand","234"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","02","Outbound","03","Visiting friends/relatives","Thousand","314"
"HTQ01C1","Number of Trips by Irish Residents","2006Q2","2006Q2","02","Outbound","08","Other reasons","Thousand","59"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","01","Domestic","-","All reasons for journey","Thousand","2301"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","01","Domestic","01","Holiday","Thousand","1527"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","01","Domestic","02","Business","Thousand","513"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","01","Domestic","03","Visiting friends/relatives","Thousand","121"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","01","Domestic","08","Other reasons","Thousand","141"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","02","Outbound","-","All reasons for journey","Thousand","2174"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","02","Outbound","01","Holiday","Thousand","1594"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","02","Outbound","02","Business","Thousand","339"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","02","Outbound","03","Visiting friends/relatives","Thousand","159"
"HTQ01C1","Number of Trips by Irish Residents","2006Q3","2006Q3","02","Outbound","08","Other reasons","Thousand","83"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","01","Domestic","-","All reasons for journey","Thousand","1831"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","01","Domestic","01","Holiday","Thousand","793"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","01","Domestic","02","Business","Thousand","195"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","01","Domestic","03","Visiting friends/relatives","Thousand","718"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","01","Domestic","08","Other reasons","Thousand","124"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","02","Outbound","-","All reasons for journey","Thousand","1560"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","02","Outbound","01","Holiday","Thousand","934"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","02","Outbound","02","Business","Thousand","178"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","02","Outbound","03","Visiting friends/relatives","Thousand","377"
"HTQ01C1","Number of Trips by Irish Residents","2006Q4","2006Q4","02","Outbound","08","Other reasons","Thousand","71"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","01","Domestic","-","All reasons for journey","Thousand","1579"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","01","Domestic","01","Holiday","Thousand","769"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","01","Domestic","02","Business","Thousand","174"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","01","Domestic","03","Visiting friends/relatives","Thousand","526"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","01","Domestic","08","Other reasons","Thousand","111"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","02","Outbound","-","All reasons for journey","Thousand","1580"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","02","Outbound","01","Holiday","Thousand","1026"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","02","Outbound","02","Business","Thousand","202"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","02","Outbound","03","Visiting friends/relatives","Thousand","298"
"HTQ01C1","Number of Trips by Irish Residents","2007Q1","2007Q1","02","Outbound","08","Other reasons","Thousand","54"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","01","Domestic","-","All reasons for journey","Thousand","1983"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","01","Domestic","01","Holiday","Thousand","1074"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","01","Domestic","02","Business","Thousand","194"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","01","Domestic","03","Visiting friends/relatives","Thousand","598"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","01","Domestic","08","Other reasons","Thousand","117"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","02","Outbound","-","All reasons for journey","Thousand","2073"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","02","Outbound","01","Holiday","Thousand","1486"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","02","Outbound","02","Business","Thousand","184"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","02","Outbound","03","Visiting friends/relatives","Thousand","308"
"HTQ01C1","Number of Trips by Irish Residents","2007Q2","2007Q2","02","Outbound","08","Other reasons","Thousand","95"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","01","Domestic","-","All reasons for journey","Thousand","2448"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","01","Domestic","01","Holiday","Thousand","1577"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","01","Domestic","02","Business","Thousand","113"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","01","Domestic","03","Visiting friends/relatives","Thousand","590"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","01","Domestic","08","Other reasons","Thousand","168"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","02","Outbound","-","All reasons for journey","Thousand","2387"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","02","Outbound","01","Holiday","Thousand","1809"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","02","Outbound","02","Business","Thousand","142"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","02","Outbound","03","Visiting friends/relatives","Thousand","348"
"HTQ01C1","Number of Trips by Irish Residents","2007Q3","2007Q3","02","Outbound","08","Other reasons","Thousand","88"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","01","Domestic","-","All reasons for journey","Thousand","1932"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","01","Domestic","01","Holiday","Thousand","850"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","01","Domestic","02","Business","Thousand","230"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","01","Domestic","03","Visiting friends/relatives","Thousand","706"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","01","Domestic","08","Other reasons","Thousand","146"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","02","Outbound","-","All reasons for journey","Thousand","1790"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","02","Outbound","01","Holiday","Thousand","1127"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","02","Outbound","02","Business","Thousand","195"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","02","Outbound","03","Visiting friends/relatives","Thousand","401"
"HTQ01C1","Number of Trips by Irish Residents","2007Q4","2007Q4","02","Outbound","08","Other reasons","Thousand","67"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","01","Domestic","-","All reasons for journey","Thousand","1851"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","01","Domestic","01","Holiday","Thousand","890"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","01","Domestic","02","Business","Thousand","194"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","01","Domestic","03","Visiting friends/relatives","Thousand","649"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","01","Domestic","08","Other reasons","Thousand","118"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","02","Outbound","-","All reasons for journey","Thousand","1800"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","02","Outbound","01","Holiday","Thousand","1218"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","02","Outbound","02","Business","Thousand","192"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","02","Outbound","03","Visiting friends/relatives","Thousand","321"
"HTQ01C1","Number of Trips by Irish Residents","2008Q1","2008Q1","02","Outbound","08","Other reasons","Thousand","69"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","01","Domestic","-","All reasons for journey","Thousand","1867"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","01","Domestic","01","Holiday","Thousand","1021"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","01","Domestic","02","Business","Thousand","152"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","01","Domestic","03","Visiting friends/relatives","Thousand","554"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","01","Domestic","08","Other reasons","Thousand","140"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","02","Outbound","-","All reasons for journey","Thousand","2060"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","02","Outbound","01","Holiday","Thousand","1443"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","02","Outbound","02","Business","Thousand","170"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","02","Outbound","03","Visiting friends/relatives","Thousand","357"
"HTQ01C1","Number of Trips by Irish Residents","2008Q2","2008Q2","02","Outbound","08","Other reasons","Thousand","90"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","01","Domestic","-","All reasons for journey","Thousand","2544"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","01","Domestic","01","Holiday","Thousand","1579"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","01","Domestic","02","Business","Thousand","124"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","01","Domestic","03","Visiting friends/relatives","Thousand","658"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","01","Domestic","08","Other reasons","Thousand","183"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","02","Outbound","-","All reasons for journey","Thousand","2471"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","02","Outbound","01","Holiday","Thousand","1874"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","02","Outbound","02","Business","Thousand","130"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","02","Outbound","03","Visiting friends/relatives","Thousand","346"
"HTQ01C1","Number of Trips by Irish Residents","2008Q3","2008Q3","02","Outbound","08","Other reasons","Thousand","121"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","01","Domestic","-","All reasons for journey","Thousand","2077"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","01","Domestic","01","Holiday","Thousand","908"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","01","Domestic","02","Business","Thousand","187"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","01","Domestic","03","Visiting friends/relatives","Thousand","795"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","01","Domestic","08","Other reasons","Thousand","187"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","02","Outbound","-","All reasons for journey","Thousand","1710"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","02","Outbound","01","Holiday","Thousand","1023"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","02","Outbound","02","Business","Thousand","175"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","02","Outbound","03","Visiting friends/relatives","Thousand","430"
"HTQ01C1","Number of Trips by Irish Residents","2008Q4","2008Q4","02","Outbound","08","Other reasons","Thousand","82"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","01","Domestic","-","All reasons for journey","Thousand","1760"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","01","Domestic","01","Holiday","Thousand","739"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","01","Domestic","02","Business","Thousand","162"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","01","Domestic","03","Visiting friends/relatives","Thousand","626"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","01","Domestic","08","Other reasons","Thousand","233"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","02","Outbound","-","All reasons for journey","Thousand","1597"
"HTQ01C1","Number of Trips by Irish Residents","2009Q1","2009Q1","02","Outbound","01","Holiday","Thousand","930"
