"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02599V03153","Reason for Journey","C02196V04140","Region Visited","UNIT","VALUE"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE06","Eastern and Midland","Thousand","411"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","-","State","Thousand","32"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE04","Northern and Western","Thousand","8"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE05","Southern","Thousand","8"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE06","Eastern and Midland","Thousand","16"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","-","State","Thousand","669"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","179"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE05","Southern","Thousand","300"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","190"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","-","State","Thousand","125"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE04","Northern and Western","Thousand","17"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE05","Southern","Thousand","39"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE06","Eastern and Midland","Thousand","70"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","-","State","Thousand","1587"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE04","Northern and Western","Thousand","430"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE05","Southern","Thousand","665"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE06","Eastern and Midland","Thousand","492"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","-","State","Thousand","690"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE04","Northern and Western","Thousand","195"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE05","Southern","Thousand","315"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE06","Eastern and Midland","Thousand","180"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","-","State","Thousand","83"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE04","Northern and Western","Thousand","13"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE05","Southern","Thousand","36"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE06","Eastern and Midland","Thousand","35"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","-","State","Thousand","670"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","181"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE05","Southern","Thousand","271"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","219"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","-","State","Thousand","143"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE04","Northern and Western","Thousand","41"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE05","Southern","Thousand","43"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE06","Eastern and Midland","Thousand","59"
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20214","2021Q4","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","-","State","Thousand","2308"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE04","Northern and Western","Thousand","555"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE05","Southern","Thousand","987"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE06","Eastern and Midland","Thousand","765"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","01","Holiday","-","State","Thousand","1091"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","01","Holiday","IE04","Northern and Western","Thousand","263"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","01","Holiday","IE05","Southern","Thousand","445"
"HTQ17C01","Number of Trips by Irish Residents","20221","2022Q1","01","Holiday","IE051","Mid-West","Thousand",""
